Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
IndiGo,1/04/2019,Delhi,Cochin,DEL → COK,21:05,00:20 02 Apr,3h 15m,non-stop,No info,
SpiceJet,6/05/2019,Banglore,Delhi,BLR → DEL,05:55,08:35,2h 40m,non-stop,No check-in baggage included,
Air India,9/05/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,08:55 10 May,27h 5m,2 stops,No info,
Jet Airways,6/06/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,22:05,12h 30m,1 stop,In-flight meal not included,
Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,22:55,13:15 13 Mar,14h 20m,1 stop,No info,
Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,22:35,6h 5m,1 stop,In-flight meal not included,
Air India,3/03/2019,Delhi,Cochin,DEL → BOM → COK,07:00,07:40 04 Mar,24h 40m,1 stop,No info,
Multiple carriers,24/06/2019,Delhi,Cochin,DEL → BOM → COK,11:40,21:00,9h 20m,1 stop,In-flight meal not included,
Jet Airways,12/05/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,09:20 13 May,12h 10m,1 stop,In-flight meal not included,
Multiple carriers,6/06/2019,Delhi,Cochin,DEL → BOM → COK,04:55,19:15,14h 20m,1 stop,No info,
Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,21:50,19:00 16 Jun,21h 10m,1 stop,In-flight meal not included,
Jet Airways,15/06/2019,Delhi,Cochin,DEL → BHO → BOM → COK,05:30,12:35,7h 5m,2 stops,In-flight meal not included,
Air India,12/03/2019,Mumbai,Hyderabad,BOM → GOI → PNQ → HYD,16:50,16:55,5m,2 stops,No info,
Jet Airways,27/03/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,04:25 29 Mar,33h 15m,2 stops,No info,
Air India,21/05/2019,Mumbai,Hyderabad,BOM → HYD,13:55,15:25,1h 30m,non-stop,No info,
GoAir,12/05/2019,Kolkata,Banglore,CCU → BOM → BLR,23:30,07:45 13 May,8h 15m,1 stop,No info,
Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,15:15,01:30 16 Jun,10h 15m,1 stop,No info,
SpiceJet,21/06/2019,Mumbai,Hyderabad,BOM → HYD,22:45,00:15 22 Jun,1h 30m,non-stop,No check-in baggage included,
Air India,6/06/2019,Kolkata,Banglore,CCU → DEL → BLR,20:30,20:25 07 Jun,23h 55m,1 stop,No info,
IndiGo,27/03/2019,Kolkata,Banglore,CCU → BLR,14:20,16:55,2h 35m,non-stop,No info,
Jet Airways,6/03/2019,Delhi,Cochin,DEL → BOM → COK,21:50,04:25 07 Mar,6h 35m,1 stop,No info,
Air India,6/03/2019,Delhi,Cochin,DEL → BOM → COK,04:00,19:15,15h 15m,1 stop,No info,
Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,04:55,19:15,14h 20m,1 stop,No info,
,,,,,,,,,,15998.0
,,,,,,,,,,16612.0
,,,,,,,,,,25572.0
,,,,,,,,,,25778.0
,,,,,,,,,,16934.0
,,,,,,,,,,21051.0
,,,,,,,,,,17813.0
,,,,,,,,,,16060.0
,,,,,,,,,,16230.0
,,,,,,,,,,20533.0
,,,,,,,,,,27398.0
,,,,,,,,,,17966.0
,,,,,,,,,,15953.0
,,,,,,,,,,15504.0
,,,,,,,,,,25465.0
,,,,,,,,,,16611.0
,,,,,,,,,,20532.0
,,,,,,,,,,26205.0
,,,,,,,,,,15145.0
,,,,,,,,,,18089.0
,,,,,,,,,,25099.0
,,,,,,,,,,24547.0
,,,,,,,,,,14341.0
,,,,,,,,,,17687.0
,,,,,,,,,,12863.0
,,,,,,,,,,23101.0
,,,,,,,,,,19177.0
,,,,,,,,,,15961.0
,,,,,,,,,,15103.0
,,,,,,,,,,18005.0
,,,,,,,,,,17100.0
,,,,,,,,,,14950.0
,,,,,,,,,,14411.0
,,,,,,,,,,22554.0
,,,,,,,,,,22220.0
,,,,,,,,,,19258.0
,,,,,,,,,,13698.0
,,,,,,,,,,16143.0
,,,,,,,,,,23435.0
,,,,,,,,,,13921.0
,,,,,,,,,,17769.0
,,,,,,,,,,26041.0
,,,,,,,,,,20607.0
,,,,,,,,,,16838.0
,,,,,,,,,,26608.0
,,,,,,,,,,27545.0
,,,,,,,,,,17387.0
,,,,,,,,,,27443.0
,,,,,,,,,,15404.0
,,,,,,,,,,18198.0
,,,,,,,,,,21195.0
,,,,,,,,,,16678.0
,,,,,,,,,,16274.0
,,,,,,,,,,13713.0
,,,,,,,,,,15028.0
,,,,,,,,,,17214.0
,,,,,,,,,,21601.0
,,,,,,,,,,20061.0
,,,,,,,,,,15584.0
,,,,,,,,,,19143.0
,,,,,,,,,,13908.0
,,,,,,,,,,13385.0
,,,,,,,,,,17508.0
,,,,,,,,,,13191.0
,,,,,,,,,,23579.0
,,,,,,,,,,18372.0
,,,,,,,,,,12347.0
,,,,,,,,,,13628.0
,,,,,,,,,,17067.0
,,,,,,,,,,15259.0
,,,,,,,,,,19504.0
,,,,,,,,,,14410.0
,,,,,,,,,,18994.0
,,,,,,,,,,25770.0
,,,,,,,,,,15313.0
,,,,,,,,,,16807.0
,,,,,,,,,,14681.0
,,,,,,,,,,20996.0
,,,,,,,,,,21568.0
,,,,,,,,,,19197.0
,,,,,,,,,,14417.0
,,,,,,,,,,23356.0
,,,,,,,,,,15142.0
,,,,,,,,,,21242.0
,,,,,,,,,,18029.0
,,,,,,,,,,11713.0
,,,,,,,,,,13833.0
,,,,,,,,,,22723.0
,,,,,,,,,,25805.0
,,,,,,,,,,24080.0
,,,,,,,,,,15611.0
,,,,,,,,,,25949.0
,,,,,,,,,,21869.0
,,,,,,,,,,20419.0
,,,,,,,,,,16552.0
,,,,,,,,,,25381.0
,,,,,,,,,,22177.0
,,,,,,,,,,19726.0
,,,,,,,,,,23360.0
,,,,,,,,,,23484.0
,,,,,,,,,,26209.0
,,,,,,,,,,26395.0
,,,,,,,,,,16042.0
,,,,,,,,,,19990.0
,,,,,,,,,,21939.0
,,,,,,,,,,15424.0
,,,,,,,,,,25977.0
,,,,,,,,,,24530.0
,,,,,,,,,,15972.0
,,,,,,,,,,18865.0
,,,,,,,,,,25975.0
,,,,,,,,,,23368.0
,,,,,,,,,,21354.0
,,,,,,,,,,41443.0
,,,,,,,,,,15741.0
,,,,,,,,,,17887.0
,,,,,,,,,,20220.0
,,,,,,,,,,17405.0
,,,,,,,,,,20935.0
,,,,,,,,,,22177.0
,,,,,,,,,,26254.0
,,,,,,,,,,18207.0
,,,,,,,,,,14339.0
,,,,,,,,,,26983.0
,,,,,,,,,,14157.0
,,,,,,,,,,17405.0
,,,,,,,,,,15505.0
,,,,,,,,,,30906.0
,,,,,,,,,,16691.0
,,,,,,,,,,19258.0
,,,,,,,,,,15532.0
,,,,,,,,,,18252.0
,,,,,,,,,,23397.0
,,,,,,,,,,19800.0
,,,,,,,,,,26541.0
,,,,,,,,,,22225.0
,,,,,,,,,,13642.0
,,,,,,,,,,24205.0
,,,,,,,,,,23844.0
,,,,,,,,,,16408.0
,,,,,,,,,,27878.0
,,,,,,,,,,13956.0
,,,,,,,,,,21451.0
,,,,,,,,,,12985.0
,,,,,,,,,,21440.0
,,,,,,,,,,17861.0
,,,,,,,,,,25271.0
,,,,,,,,,,21822.0
,,,,,,,,,,16060.0
,,,,,,,,,,18359.0
,,,,,,,,,,27563.0
,,,,,,,,,,18856.0
,,,,,,,,,,13223.0
,,,,,,,,,,24505.0
,,,,,,,,,,24083.0
,,,,,,,,,,16575.0
,,,,,,,,,,28709.0
,,,,,,,,,,18907.0
,,,,,,,,,,13276.0
,,,,,,,,,,17200.0
,,,,,,,,,,17188.0
,,,,,,,,,,21955.0
,,,,,,,,,,15672.0
,,,,,,,,,,26128.0
,,,,,,,,,,22992.0
,,,,,,,,,,23804.0
,,,,,,,,,,15265.0
,,,,,,,,,,19179.0
,,,,,,,,,,27446.0
,,,,,,,,,,20689.0
,,,,,,,,,,15284.0
,,,,,,,,,,27242.0
,,,,,,,,,,18747.0
,,,,,,,,,,14772.0
,,,,,,,,,,15248.0
,,,,,,,,,,20080.0
,,,,,,,,,,12650.0
,,,,,,,,,,23250.0
,,,,,,,,,,16176.0
,,,,,,,,,,17201.0
,,,,,,,,,,13356.0
,,,,,,,,,,20127.0
,,,,,,,,,,18649.0
,,,,,,,,,,20470.0
,,,,,,,,,,26641.0
,,,,,,,,,,23493.0
,,,,,,,,,,18246.0
,,,,,,,,,,12934.0
,,,,,,,,,,16575.0
,,,,,,,,,,29024.0
,,,,,,,,,,28055.0
,,,,,,,,,,21167.0
,,,,,,,,,,12660.0
,,,,,,,,,,21457.0
,,,,,,,,,,25484.0
,,,,,,,,,,25792.0
,,,,,,,,,,25604.0
,,,,,,,,,,13386.0
,,,,,,,,,,14306.0
,,,,,,,,,,15134.0
,,,,,,,,,,15557.0
,,,,,,,,,,23136.0
,,,,,,,,,,20007.0
,,,,,,,,,,20756.0
,,,,,,,,,,24490.0
,,,,,,,,,,16127.0
,,,,,,,,,,18003.0
,,,,,,,,,,19947.0
,,,,,,,,,,16806.0
,,,,,,,,,,23315.0
,,,,,,,,,,23088.0
,,,,,,,,,,19715.0
,,,,,,,,,,15808.0
,,,,,,,,,,16202.0
,,,,,,,,,,13627.0
,,,,,,,,,,24107.0
,,,,,,,,,,25506.0
,,,,,,,,,,17789.0
,,,,,,,,,,20241.0
,,,,,,,,,,21606.0
,,,,,,,,,,14091.0
,,,,,,,,,,19920.0
,,,,,,,,,,23088.0
,,,,,,,,,,18878.0
,,,,,,,,,,20278.0
,,,,,,,,,,21726.0
,,,,,,,,,,22168.0
,,,,,,,,,,18479.0
,,,,,,,,,,25417.0
,,,,,,,,,,15639.0
,,,,,,,,,,24220.0
,,,,,,,,,,25287.0
,,,,,,,,,,14526.0
,,,,,,,,,,22804.0
,,,,,,,,,,20535.0
,,,,,,,,,,23274.0
,,,,,,,,,,21642.0
,,,,,,,,,,18203.0
,,,,,,,,,,26890.0
,,,,,,,,,,23502.0
,,,,,,,,,,12521.0
,,,,,,,,,,28237.0
,,,,,,,,,,18243.0
,,,,,,,,,,15364.0
,,,,,,,,,,32541.0
,,,,,,,,,,17400.0
,,,,,,,,,,15513.0
,,,,,,,,,,19551.0
,,,,,,,,,,26407.0
,,,,,,,,,,13930.0
,,,,,,,,,,14462.0
,,,,,,,,,,16024.0
,,,,,,,,,,18110.0
,,,,,,,,,,23303.0
,,,,,,,,,,19806.0
,,,,,,,,,,15740.0
,,,,,,,,,,31692.0
,,,,,,,,,,24678.0
,,,,,,,,,,20016.0
,,,,,,,,,,13924.0
,,,,,,,,,,21610.0
,,,,,,,,,,15212.0
,,,,,,,,,,26410.0
,,,,,,,,,,24587.0
,,,,,,,,,,19209.0
,,,,,,,,,,19220.0
,,,,,,,,,,21231.0
,,,,,,,,,,14699.0
,,,,,,,,,,13767.0
,,,,,,,,,,24570.0
,,,,,,,,,,21668.0
,,,,,,,,,,22227.0
,,,,,,,,,,16488.0
,,,,,,,,,,28481.0
,,,,,,,,,,24814.0
,,,,,,,,,,16420.0
,,,,,,,,,,12119.0
,,,,,,,,,,17126.0
,,,,,,,,,,24984.0
,,,,,,,,,,14118.0
,,,,,,,,,,23513.0
,,,,,,,,,,43175.0
,,,,,,,,,,15639.0
,,,,,,,,,,27674.0
,,,,,,,,,,24916.0
,,,,,,,,,,26162.0
,,,,,,,,,,16497.0
,,,,,,,,,,21923.0
,,,,,,,,,,20249.0
,,,,,,,,,,16006.0
,,,,,,,,,,23203.0
,,,,,,,,,,16736.0
,,,,,,,,,,24031.0
,,,,,,,,,,14880.0
,,,,,,,,,,19412.0
,,,,,,,,,,23800.0
,,,,,,,,,,24155.0
,,,,,,,,,,12910.0
,,,,,,,,,,27622.0
,,,,,,,,,,21868.0
,,,,,,,,,,26502.0
,,,,,,,,,,19200.0
,,,,,,,,,,21989.0
,,,,,,,,,,16264.0
,,,,,,,,,,19336.0
,,,,,,,,,,17612.0
,,,,,,,,,,13247.0
,,,,,,,,,,15611.0
,,,,,,,,,,17682.0
,,,,,,,,,,16473.0
,,,,,,,,,,22862.0
,,,,,,,,,,24325.0
,,,,,,,,,,24629.0
,,,,,,,,,,21506.0
,,,,,,,,,,27920.0
,,,,,,,,,,19207.0
,,,,,,,,,,12698.0
,,,,,,,,,,16367.0
,,,,,,,,,,24039.0
,,,,,,,,,,18834.0
,,,,,,,,,,11367.0
,,,,,,,,,,22542.0
,,,,,,,,,,13956.0
,,,,,,,,,,21891.0
,,,,,,,,,,20904.0
,,,,,,,,,,13206.0
,,,,,,,,,,20729.0
,,,,,,,,,,19807.0
,,,,,,,,,,24666.0
,,,,,,,,,,20401.0
,,,,,,,,,,19494.0
,,,,,,,,,,16059.0
,,,,,,,,,,26151.0
,,,,,,,,,,21448.0
,,,,,,,,,,14518.0
,,,,,,,,,,15898.0
,,,,,,,,,,22106.0
,,,,,,,,,,17707.0
,,,,,,,,,,25684.0
,,,,,,,,,,36789.0
,,,,,,,,,,20761.0
,,,,,,,,,,21022.0
,,,,,,,,,,15129.0
,,,,,,,,,,14020.0
,,,,,,,,,,39331.0
,,,,,,,,,,17115.0
,,,,,,,,,,24398.0
,,,,,,,,,,22326.0
,,,,,,,,,,14193.0
,,,,,,,,,,16155.0
,,,,,,,,,,17990.0
,,,,,,,,,,17492.0
,,,,,,,,,,25700.0
,,,,,,,,,,20367.0
,,,,,,,,,,12577.0
,,,,,,,,,,18617.0
,,,,,,,,,,20199.0
,,,,,,,,,,21228.0
,,,,,,,,,,24469.0
,,,,,,,,,,22556.0
,,,,,,,,,,13228.0
,,,,,,,,,,17043.0
,,,,,,,,,,15250.0
,,,,,,,,,,17437.0
,,,,,,,,,,15944.0
,,,,,,,,,,24929.0
,,,,,,,,,,25241.0
,,,,,,,,,,17836.0
,,,,,,,,,,26408.0
,,,,,,,,,,25775.0
,,,,,,,,,,20327.0
,,,,,,,,,,15201.0
,,,,,,,,,,20011.0
,,,,,,,,,,15988.0
,,,,,,,,,,16835.0
,,,,,,,,,,25060.0
,,,,,,,,,,27360.0
,,,,,,,,,,23022.0
,,,,,,,,,,17983.0
,,,,,,,,,,21055.0
,,,,,,,,,,20004.0
,,,,,,,,,,15194.0
,,,,,,,,,,16645.0
,,,,,,,,,,23960.0
,,,,,,,,,,25131.0
,,,,,,,,,,16936.0
,,,,,,,,,,20527.0
,,,,,,,,,,21204.0
,,,,,,,,,,26980.0
,,,,,,,,,,25056.0
,,,,,,,,,,17826.0
,,,,,,,,,,29479.0
,,,,,,,,,,18900.0
,,,,,,,,,,13875.0
,,,,,,,,,,13081.0
,,,,,,,,,,24166.0
,,,,,,,,,,21330.0
,,,,,,,,,,11492.0
,,,,,,,,,,26515.0
,,,,,,,,,,23024.0
,,,,,,,,,,23135.0
,,,,,,,,,,24347.0
,,,,,,,,,,15994.0
,,,,,,,,,,18258.0
,,,,,,,,,,28451.0
,,,,,,,,,,29262.0
,,,,,,,,,,20711.0
,,,,,,,,,,24600.0
,,,,,,,,,,20230.0
,,,,,,,,,,20377.0
,,,,,,,,,,24468.0
,,,,,,,,,,14740.0
,,,,,,,,,,19465.0
,,,,,,,,,,13372.0
,,,,,,,,,,17569.0
,,,,,,,,,,22356.0
,,,,,,,,,,23564.0
,,,,,,,,,,15451.0
,,,,,,,,,,17480.0
,,,,,,,,,,22956.0
,,,,,,,,,,20142.0
,,,,,,,,,,23376.0
,,,,,,,,,,20807.0
,,,,,,,,,,28900.0
,,,,,,,,,,38525.0
,,,,,,,,,,13819.0
,,,,,,,,,,23339.0
,,,,,,,,,,23576.0
,,,,,,,,,,18304.0
,,,,,,,,,,24043.0
,,,,,,,,,,26648.0
,,,,,,,,,,13879.0
,,,,,,,,,,21541.0
,,,,,,,,,,15951.0
,,,,,,,,,,16782.0
,,,,,,,,,,23954.0
,,,,,,,,,,25737.0
,,,,,,,,,,19157.0
,,,,,,,,,,29291.0
,,,,,,,,,,14792.0
,,,,,,,,,,24510.0
,,,,,,,,,,17360.0
,,,,,,,,,,21971.0
,,,,,,,,,,19126.0
,,,,,,,,,,16506.0
,,,,,,,,,,16421.0
,,,,,,,,,,25713.0
,,,,,,,,,,24353.0
,,,,,,,,,,30646.0
,,,,,,,,,,18789.0
,,,,,,,,,,15358.0
,,,,,,,,,,13340.0
,,,,,,,,,,17210.0
,,,,,,,,,,27297.0
,,,,,,,,,,24331.0
,,,,,,,,,,22298.0
,,,,,,,,,,19052.0
,,,,,,,,,,23885.0
,,,,,,,,,,17812.0
,,,,,,,,,,24127.0
,,,,,,,,,,19037.0
,,,,,,,,,,16762.0
,,,,,,,,,,15636.0
,,,,,,,,,,20848.0
,,,,,,,,,,22235.0
,,,,,,,,,,22110.0
,,,,,,,,,,17547.0
,,,,,,,,,,19913.0
,,,,,,,,,,26872.0
,,,,,,,,,,27978.0
,,,,,,,,,,17326.0
,,,,,,,,,,19041.0
,,,,,,,,,,17206.0
,,,,,,,,,,18210.0
,,,,,,,,,,42373.0
,,,,,,,,,,20753.0
,,,,,,,,,,16389.0
,,,,,,,,,,13809.0
,,,,,,,,,,27792.0
,,,,,,,,,,24585.0
,,,,,,,,,,17262.0
,,,,,,,,,,11885.0
,,,,,,,,,,23036.0
,,,,,,,,,,14318.0
,,,,,,,,,,16085.0
,,,,,,,,,,14579.0
,,,,,,,,,,20562.0
,,,,,,,,,,13518.0
,,,,,,,,,,11747.0
,,,,,,,,,,14302.0
,,,,,,,,,,17203.0
,,,,,,,,,,20849.0
,,,,,,,,,,27859.0
,,,,,,,,,,13988.0
,,,,,,,,,,27556.0
,,,,,,,,,,17562.0
,,,,,,,,,,25588.0
,,,,,,,,,,17743.0
,,,,,,,,,,19725.0
,,,,,,,,,,18825.0
,,,,,,,,,,18678.0
,,,,,,,,,,17311.0
,,,,,,,,,,18300.0
,,,,,,,,,,26239.0
,,,,,,,,,,22346.0
,,,,,,,,,,51142.0
,,,,,,,,,,24362.0
,,,,,,,,,,20475.0
,,,,,,,,,,22493.0
,,,,,,,,,,17456.0
,,,,,,,,,,26855.0
,,,,,,,,,,21958.0
,,,,,,,,,,25329.0
,,,,,,,,,,28672.0
,,,,,,,,,,15330.0
,,,,,,,,,,15250.0
,,,,,,,,,,23720.0
,,,,,,,,,,25401.0
,,,,,,,,,,18488.0
,,,,,,,,,,22342.0
,,,,,,,,,,13387.0
,,,,,,,,,,24872.0
,,,,,,,,,,13131.0
,,,,,,,,,,28633.0
,,,,,,,,,,17079.0
,,,,,,,,,,22819.0
,,,,,,,,,,20027.0
,,,,,,,,,,21812.0
,,,,,,,,,,24088.0
,,,,,,,,,,23665.0
,,,,,,,,,,24683.0
,,,,,,,,,,24623.0
,,,,,,,,,,21832.0
,,,,,,,,,,19670.0
,,,,,,,,,,18339.0
,,,,,,,,,,13993.0
,,,,,,,,,,18530.0
,,,,,,,,,,13339.0
,,,,,,,,,,19706.0
,,,,,,,,,,21344.0
,,,,,,,,,,22147.0
,,,,,,,,,,17696.0
,,,,,,,,,,22361.0
,,,,,,,,,,11564.0
,,,,,,,,,,18254.0
,,,,,,,,,,22195.0
,,,,,,,,,,20148.0
,,,,,,,,,,28799.0
,,,,,,,,,,30501.0
,,,,,,,,,,15734.0
,,,,,,,,,,24332.0
,,,,,,,,,,25505.0
,,,,,,,,,,25312.0
,,,,,,,,,,14662.0
,,,,,,,,,,20368.0
,,,,,,,,,,12111.0
,,,,,,,,,,19512.0
,,,,,,,,,,20359.0
,,,,,,,,,,17764.0
,,,,,,,,,,18126.0
,,,,,,,,,,19672.0
,,,,,,,,,,19508.0
,,,,,,,,,,17015.0
,,,,,,,,,,17283.0
,,,,,,,,,,16414.0
,,,,,,,,,,21214.0
,,,,,,,,,,19322.0
,,,,,,,,,,19940.0
,,,,,,,,,,17374.0
,,,,,,,,,,21432.0
,,,,,,,,,,23800.0
,,,,,,,,,,17574.0
,,,,,,,,,,17566.0
,,,,,,,,,,17469.0
,,,,,,,,,,23948.0
,,,,,,,,,,24719.0
,,,,,,,,,,26117.0
,,,,,,,,,,12493.0
,,,,,,,,,,25239.0
,,,,,,,,,,39569.0
,,,,,,,,,,17179.0
,,,,,,,,,,24434.0
,,,,,,,,,,19728.0
,,,,,,,,,,26800.0
,,,,,,,,,,13843.0
,,,,,,,,,,15915.0
,,,,,,,,,,14531.0
,,,,,,,,,,23921.0
,,,,,,,,,,27714.0
,,,,,,,,,,16210.0
,,,,,,,,,,10727.0
,,,,,,,,,,19779.0
,,,,,,,,,,20931.0
,,,,,,,,,,11867.0
,,,,,,,,,,26331.0
,,,,,,,,,,24167.0
,,,,,,,,,,20050.0
,,,,,,,,,,18161.0
,,,,,,,,,,18560.0
,,,,,,,,,,15863.0
,,,,,,,,,,21790.0
,,,,,,,,,,24071.0
,,,,,,,,,,25577.0
,,,,,,,,,,25111.0
,,,,,,,,,,19362.0
,,,,,,,,,,26777.0
,,,,,,,,,,25652.0
,,,,,,,,,,16510.0
,,,,,,,,,,20592.0
,,,,,,,,,,17502.0
,,,,,,,,,,17761.0
,,,,,,,,,,14013.0
,,,,,,,,,,16157.0
,,,,,,,,,,23461.0
,,,,,,,,,,16899.0
,,,,,,,,,,24476.0
,,,,,,,,,,19356.0
,,,,,,,,,,17712.0
,,,,,,,,,,16900.0
,,,,,,,,,,13767.0
,,,,,,,,,,13406.0
,,,,,,,,,,10207.0
,,,,,,,,,,21593.0
,,,,,,,,,,18853.0
,,,,,,,,,,19613.0
,,,,,,,,,,13996.0
,,,,,,,,,,18253.0
,,,,,,,,,,13682.0
,,,,,,,,,,22292.0
,,,,,,,,,,30091.0
,,,,,,,,,,16120.0
,,,,,,,,,,30318.0
,,,,,,,,,,20112.0
,,,,,,,,,,19410.0
,,,,,,,,,,24999.0
,,,,,,,,,,19121.0
,,,,,,,,,,22455.0
,,,,,,,,,,16560.0
,,,,,,,,,,22576.0
,,,,,,,,,,22783.0
,,,,,,,,,,12939.0
,,,,,,,,,,16128.0
,,,,,,,,,,17181.0
,,,,,,,,,,17875.0
,,,,,,,,,,13083.0
,,,,,,,,,,21599.0
,,,,,,,,,,10858.0
,,,,,,,,,,16791.0
,,,,,,,,,,20669.0
,,,,,,,,,,14779.0
,,,,,,,,,,26908.0
,,,,,,,,,,20881.0
,,,,,,,,,,18579.0
,,,,,,,,,,14587.0
,,,,,,,,,,19725.0
,,,,,,,,,,11632.0
,,,,,,,,,,22541.0
,,,,,,,,,,18143.0
,,,,,,,,,,28544.0
,,,,,,,,,,14686.0
,,,,,,,,,,20461.0
,,,,,,,,,,14967.0
,,,,,,,,,,14953.0
,,,,,,,,,,28914.0
,,,,,,,,,,36838.0
,,,,,,,,,,21108.0
,,,,,,,,,,21923.0
,,,,,,,,,,17289.0
,,,,,,,,,,16635.0
,,,,,,,,,,23100.0
,,,,,,,,,,15485.0
,,,,,,,,,,15018.0
,,,,,,,,,,13241.0
,,,,,,,,,,16955.0
,,,,,,,,,,17367.0
,,,,,,,,,,23322.0
,,,,,,,,,,19267.0
,,,,,,,,,,26659.0
,,,,,,,,,,20172.0
,,,,,,,,,,21709.0
,,,,,,,,,,45786.0
,,,,,,,,,,17034.0
,,,,,,,,,,27258.0
,,,,,,,,,,21736.0
,,,,,,,,,,14514.0
,,,,,,,,,,28198.0
,,,,,,,,,,19023.0
,,,,,,,,,,14613.0
,,,,,,,,,,17877.0
,,,,,,,,,,12958.0
,,,,,,,,,,21438.0
,,,,,,,,,,19005.0
,,,,,,,,,,15212.0
,,,,,,,,,,15014.0
,,,,,,,,,,22042.0
,,,,,,,,,,15110.0
,,,,,,,,,,19896.0
,,,,,,,,,,19178.0
,,,,,,,,,,27521.0
,,,,,,,,,,23359.0
,,,,,,,,,,18263.0
,,,,,,,,,,18263.0
,,,,,,,,,,21028.0
,,,,,,,,,,18440.0
,,,,,,,,,,16568.0
,,,,,,,,,,19088.0
,,,,,,,,,,17651.0
,,,,,,,,,,15790.0
,,,,,,,,,,23179.0
,,,,,,,,,,10250.0
,,,,,,,,,,25674.0
,,,,,,,,,,14627.0
,,,,,,,,,,17835.0
,,,,,,,,,,12952.0
,,,,,,,,,,24878.0
,,,,,,,,,,18222.0
,,,,,,,,,,13962.0
,,,,,,,,,,21188.0
,,,,,,,,,,16326.0
,,,,,,,,,,20631.0
,,,,,,,,,,16281.0
,,,,,,,,,,12746.0
,,,,,,,,,,27003.0
,,,,,,,,,,12392.0
,,,,,,,,,,25204.0
,,,,,,,,,,12769.0
,,,,,,,,,,22889.0
,,,,,,,,,,15104.0
,,,,,,,,,,16711.0
,,,,,,,,,,20365.0
,,,,,,,,,,21887.0
,,,,,,,,,,17171.0
,,,,,,,,,,26957.0
,,,,,,,,,,25144.0
,,,,,,,,,,17401.0
,,,,,,,,,,38947.0
,,,,,,,,,,17592.0
,,,,,,,,,,21459.0
,,,,,,,,,,26109.0
,,,,,,,,,,16449.0
,,,,,,,,,,16324.0
,,,,,,,,,,27562.0
,,,,,,,,,,12244.0
,,,,,,,,,,21147.0
,,,,,,,,,,25626.0
,,,,,,,,,,22273.0
,,,,,,,,,,20858.0
,,,,,,,,,,17317.0
,,,,,,,,,,25171.0
,,,,,,,,,,14212.0
,,,,,,,,,,26900.0
,,,,,,,,,,16852.0
,,,,,,,,,,15212.0
,,,,,,,,,,15963.0
,,,,,,,,,,17120.0
,,,,,,,,,,21157.0
,,,,,,,,,,21609.0
,,,,,,,,,,18087.0
,,,,,,,,,,18000.0
,,,,,,,,,,27868.0
,,,,,,,,,,12595.0
,,,,,,,,,,23002.0
,,,,,,,,,,20504.0
,,,,,,,,,,12740.0
,,,,,,,,,,18509.0
,,,,,,,,,,19051.0
,,,,,,,,,,21954.0
,,,,,,,,,,25984.0
,,,,,,,,,,26840.0
,,,,,,,,,,24748.0
,,,,,,,,,,12896.0
,,,,,,,,,,15532.0
,,,,,,,,,,15431.0
,,,,,,,,,,18575.0
,,,,,,,,,,11386.0
,,,,,,,,,,24923.0
,,,,,,,,,,16236.0
,,,,,,,,,,16795.0
,,,,,,,,,,19239.0
,,,,,,,,,,18885.0
,,,,,,,,,,22787.0
,,,,,,,,,,19914.0
,,,,,,,,,,14742.0
,,,,,,,,,,20414.0
,,,,,,,,,,15028.0
,,,,,,,,,,20897.0
,,,,,,,,,,22127.0
,,,,,,,,,,20471.0
,,,,,,,,,,20775.0
,,,,,,,,,,24126.0
,,,,,,,,,,15240.0
,,,,,,,,,,16344.0
,,,,,,,,,,15998.0
,,,,,,,,,,22487.0
,,,,,,,,,,17821.0
,,,,,,,,,,19337.0
,,,,,,,,,,16017.0
,,,,,,,,,,18560.0
,,,,,,,,,,21258.0
,,,,,,,,,,20150.0
,,,,,,,,,,13866.0
,,,,,,,,,,25787.0
,,,,,,,,,,25055.0
,,,,,,,,,,15583.0
,,,,,,,,,,23305.0
,,,,,,,,,,31369.0
,,,,,,,,,,22023.0
,,,,,,,,,,12567.0
,,,,,,,,,,17601.0
,,,,,,,,,,17821.0
,,,,,,,,,,17004.0
,,,,,,,,,,20248.0
,,,,,,,,,,16992.0
,,,,,,,,,,13047.0
,,,,,,,,,,16033.0
,,,,,,,,,,22967.0
,,,,,,,,,,28418.0
,,,,,,,,,,23559.0
,,,,,,,,,,15487.0
,,,,,,,,,,19111.0
,,,,,,,,,,20060.0
,,,,,,,,,,18614.0
,,,,,,,,,,15452.0
,,,,,,,,,,18220.0
,,,,,,,,,,25702.0
,,,,,,,,,,21328.0
,,,,,,,,,,18917.0
,,,,,,,,,,27661.0
,,,,,,,,,,13291.0
,,,,,,,,,,26921.0
,,,,,,,,,,64820.0
,,,,,,,,,,20458.0
